# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
本山	HAN	family	20
本川	HAN	family	6
本庄	HAN	family	79
本廷克	HAN	family	83
本德	HAN	family	955
本恩	HAN	family	29
本戈亚	HAN	family	15
本戈埃塞	HAN	family	19
本戈瓦	HAN	family	15
本扎尔	HAN	family	6
本托	HAN	family	82
本斯伯格	HAN	family	13
本木	HAN	family	5
本村	HAN	family	13
本杰明	HAN	family	533
本杰明	HAN	given	44
本杰明/本雅明	HAN	given	14324
本杰明·约瑟夫	HAN	given	10
本杰明斯	HAN	family	9
本杰明森	HAN	family	7
本杰梅亚	HAN	family	11
本杰隆	HAN	family	11
本松	HAN	family	38
本條	HAN	family	5
本森	HAN	family	14
本橋	HAN	family	8
本泽利厄斯	HAN	family	5
本泽尔	HAN	family	17
本特	HAN	family	108
本特	HAN	given	1415
本特利	HAN	family	446
本特利	HAN	given	49
本特松	HAN	family	342
本瑟姆	HAN	family	38
本生	HAN	family	22
本田	HAN	family	313
本福德	HAN	family	24
本科	HAN	family	7
本納托	HAN	family	5
本纳尼	HAN	family	19
本纳托	HAN	family	5
本维拉卡	HAN	family	153
本肯斯坦	HAN	family	7
本苏桑	HAN	family	20
本茨	HAN	family	265
本荘	HAN	family	6
本菲尔德	HAN	family	8
本萨义德	HAN	family	6
本蒂	HAN	family	6
本蒂沃利奥	HAN	family	64
本诺	HAN	family	6
本诺	HAN	given	857
本辛	HAN	family	23
本达维	HAN	family	9
本迪克	HAN	given	33
本迪克斯	HAN	family	110
本迪克斯	HAN	given	43
本迪克森	HAN	family	8
本迪格	HAN	family	32
本郷	HAN	family	17
本鄕	HAN	family	17
本采	HAN	given	248
本野	HAN	family	9
本間	HAN	family	157
本雅明	HAN	given	17
本青	HAN	family	23
本韦努托	HAN	family	40
本頓	HAN	family	232
本顿	HAN	family	232
本顿	HAN	given	52
札亞斯	HAN	family	27
札伊	HAN	given	10
札克	HAN	family	148
札克/柴克	HAN	given	696
札克祖斯基	HAN	family	137
札克里亞	HAN	given	16
札哈里亞	HAN	family	61
札哈里亞斯	HAN	family	6
札因	HAN	family	7
札娜	HAN	family	14
札尼特	HAN	given	22
札布卡維克	HAN	family	14
札爾曼	HAN	given	52
札特	HAN	family	8
札瑞拉	HAN	family	6
札瓦爾	HAN	family	13
札科恩	HAN	family	6
札科恩/查爾寇恩	HAN	family	6
札納西	HAN	family	13
札耶克	HAN	family	33
札菲爾	HAN	given	157
札諾利	HAN	family	15
术	HAN	given	26
朱	HAN	family	7867
朱	HAN	given	12
朱丽叶	HAN	given	897
朱丽叶塔	HAN	given	41
朱伯特	HAN	family	178
朱佐羅	HAN	family	7
朱侬	HAN	family	5
朱克斯	HAN	family	5
朱內賈	HAN	family	7
朱兰纳	HAN	family	5
朱内克	HAN	family	44
朱利	HAN	family	15
朱利	HAN	given	96
朱利亚	HAN	family	36
朱利亚	HAN	given	1888
朱利亚尼	HAN	family	187
朱利亚德	HAN	family	19
朱利亚诺	HAN	family	105
朱利亚诺	HAN	given	696
朱利亞	HAN	family	36
朱利亞德	HAN	family	19
朱利亞諾	HAN	family	105
朱利内克	HAN	family	14
朱利叶斯	HAN	given	8972
朱利塔	HAN	family	55
朱利奥	HAN	given	1918
朱利奥·约瑟	HAN	given	5
朱利奥多里	HAN	family	5
朱利威特	HAN	family	7
朱利安	HAN	family	241
朱利安	HAN	given	5201
朱利安-拉佛利爾	HAN	family	7
朱利安-拉费里耶尔	HAN	family	7
朱利安尼	HAN	family	38
朱利安納	HAN	family	13
朱利安諾	HAN	family	16
朱利安諾	HAN	given	696
朱利恩	HAN	given	3911
朱利斯	HAN	family	71
朱利斯	HAN	given	8972
朱利歐	HAN	family	23
朱利歐	HAN	given	1918
朱利歐·曼紐爾	HAN	given	7
朱利歐·若澤	HAN	given	5
朱利納	HAN	family	5
朱勒/尤勒	HAN	given	145
朱卡	HAN	family	41
朱卡	HAN	given	786
朱卡-佩卡	HAN	given	31
朱厄尔	HAN	family	135
朱厄尔	HAN	given	60
朱厄爾	HAN	family	13
朱可夫	HAN	family	186
朱可夫斯卡娅	HAN	family	5
朱哈	HAN	given	840
朱塔	HAN	given	62
朱塔斯	HAN	family	30
朱塞佩	HAN	given	11406
朱塞佩·加埃塔诺	HAN	given	7
朱塞佩·玛丽亚	HAN	given	83
朱塞佩·葛塔諾	HAN	given	7
朱塞佩·馬力亞	HAN	given	83
朱塞平娜	HAN	given	521
朱奈德	HAN	given	13
朱安	HAN	family	13
朱安	HAN	given	284
朱尔	HAN	family	47
朱尔-亨利	HAN	given	9
朱尔斯	HAN	family	25
朱尔斯	HAN	given	4507
朱尔登	HAN	family	5
朱尼克拉	HAN	family	25
朱尼厄斯	HAN	given	74
朱尼尔/尤尼奥尔	HAN	given	389
朱尼朱妮	HAN	family	5
朱尼爾斯	HAN	given	74
朱尼贾	HAN	family	7
朱廖多里	HAN	family	5
朱弗里达	HAN	family	39
朱弗里達	HAN	family	39
朱恩斯	HAN	family	7
朱所拉	HAN	family	5
朱扎帕斯	HAN	given	64
朱拉夫里奧夫	HAN	family	100
朱斯	HAN	family	6
朱斯托	HAN	family	17
朱斯托	HAN	given	54
朱斯蒂	HAN	family	140
朱斯頓	HAN	family	59
朱林	HAN	family	55
朱爾	HAN	family	91
朱爾	HAN	given	79
朱爾貝	HAN	family	6
朱特斯	HAN	family	30
朱狄卡爾	HAN	given	11
朱玛	HAN	family	40
朱瑞克	HAN	family	50
朱科夫斯基	HAN	family	50
朱索	HAN	family	11
朱索	HAN	given	95
朱翁	HAN	family	9
朱莉	HAN	family	6
朱莉	HAN	given	7116
朱莉亞	HAN	given	51
朱莉娅	HAN	given	54
朱莉娅娜	HAN	given	340
朱莉安	HAN	given	1204
朱莉安娜	HAN	family	13
朱莉安娜	HAN	given	98
朱莱	HAN	given	21
朱蒂塔	HAN	given	20
朱西	HAN	given	37
朱西厄	HAN	family	6
朱諾	HAN	family	45
朱诺德	HAN	family	45
朱诺特	HAN	family	16
朱貝爾	HAN	family	178
朱赫尔	HAN	family	14
朱达	HAN	given	73
朱迪	HAN	family	25
朱迪	HAN	given	171
朱迪丝	HAN	given	5119
朱迪兹	HAN	family	9
朱迪切	HAN	family	62
朱迪卡尔	HAN	given	11
朱迪基	HAN	family	9
朱迪塔	HAN	given	64
朱迪奇	HAN	family	59
朱迪斯	HAN	family	62
朱迪特	HAN	given	746
朱達	HAN	family	22
朱里斯	HAN	given	148
朱馬	HAN	family	40
朴	HAN	family	3052
朴	HAN	given	110
朴姓	HAN	family	3052
朵拉	HAN	family	32
朵拉	HAN	given	1653
朵洋	HAN	family	62
朵洛塔	HAN	given	1001
朵洛西	HAN	given	404
朵特	HAN	given	96
朵特梅	HAN	family	5
朵琳	HAN	given	690
朵琳娜	HAN	given	125
朵琳達	HAN	given	13
朵絲	HAN	given	89
朵絲卡	HAN	given	32
朵芮特	HAN	given	121
朵莉	HAN	given	125
朵莉亞	HAN	given	27
朵莉絲	HAN	given	2608
朵蒂	HAN	given	70
朵西	HAN	given	144
朵西亞	HAN	given	76
朵西亞·瑪麗亞	HAN	given	15
朽木	HAN	family	25
朽網	HAN	family	5
权	HAN	family	160
权姓	HAN	family	474
杉	HAN	family	20
杉井	HAN	family	6
杉元	HAN	family	5
杉内	HAN	family	8
杉原	HAN	family	34
杉山	HAN	family	325
杉岡	HAN	family	5
杉崎	HAN	family	7
杉木	HAN	family	7
杉本	HAN	family	244
杉村	HAN	family	31
杉梭諾維茨	HAN	family	11
杉森	HAN	family	7
杉江	HAN	family	11
杉浦	HAN	family	123
杉田	HAN	family	93
杉谷	HAN	family	6
杉野	HAN	family	36
李	HAN	family	34638
李	HAN	given	3934
李亞	HAN	family	6
李伯斯金	HAN	family	11
李伯特	HAN	family	104
李佛思	HAN	family	5
李佛摩	HAN	family	72
李佩第	HAN	family	31
李佳	HAN	family	12
李克	HAN	family	89
李克萊爾	HAN	family	37
李剎那	HAN	family	13
李卜克内西	HAN	family	17
李卜曼	HAN	family	120
李塞爾	HAN	family	46
李奇	HAN	family	86
李奇	HAN	given	364
李奇威	HAN	family	63
李奧塔	HAN	family	11
李奧奈德	HAN	given	1375
李奧納多	HAN	family	24
李奧納多	HAN	given	3062
李奧納德	HAN	given	4722
李姓	HAN	family	46
李威利	HAN	family	194
李察	HAN	family	996
李察德森	HAN	family	5
李察森	HAN	family	3332
李尼	HAN	given	189
李希德拉	HAN	family	9
李希特	HAN	family	3466
李德	HAN	given	285
李文	HAN	family	678
李文	HAN	given	20
李文森	HAN	family	118
李斯	HAN	given	22
李斯特	HAN	family	386
李斯特-凯	HAN	family	56
李斯納	HAN	family	27
李昂哈德	HAN	family	83
李昂哈德	HAN	given	1428
李昂尼提	HAN	family	39
李昂蒂妮	HAN	given	21
李昂蒂尼	HAN	given	105
李普曼	HAN	family	195
李曼	HAN	family	173
李林塔爾	HAN	family	83
李桑	HAN	family	12
李梅爾	HAN	family	15
李森科	HAN	family	50
李歐塔	HAN	family	23
李歐妮	HAN	family	167
李比希	HAN	family	126
李波	HAN	family	19
李洛伊德	HAN	family	8
李洽迪	HAN	family	13
李海	HAN	family	189
李特尔伍德	HAN	family	86
李特爾伍德	HAN	family	86
李特頓	HAN	family	127
李特頓	HAN	given	37
李穆斯	HAN	family	29
李納列斯	HAN	family	165
李索	HAN	family	41
李維	HAN	family	587
李維	HAN	given	583
李維拉	HAN	family	615
李維斯	HAN	family	742
李維斯克	HAN	family	87
李維永	HAN	family	8
李維爾	HAN	family	14
李維羅	HAN	family	219
李維耶赫	HAN	family	30
李維茲基	HAN	family	47
李维	HAN	family	587
李维斯特	HAN	family	31
李蒙	HAN	family	40
李蘇尼奧	HAN	family	9
李蘭	HAN	given	238
李貝拉	HAN	family	112
李贝	HAN	given	122
杏奈	HAN	given	10
杏里	HAN	given	34
村上	HAN	family	728
村中	HAN	family	17
村井	HAN	family	48
村元	HAN	family	5
村尾	HAN	family	8
村山	HAN	family	67
村岡	HAN	family	27
村島	HAN	family	6
村川	HAN	family	25
村木	HAN	family	14
村本	HAN	family	5
村松	HAN	family	80
村瀨	HAN	family	24
村瀬	HAN	family	24
村田	HAN	family	347
村石	HAN	family	5
村西	HAN	family	5
村越	HAN	family	11
村野	HAN	family	15
杜	HAN	family	2744
杜	HAN	given	6
杜·庞特	HAN	family	50
杜·普莱西斯	HAN	family	67
杜·普雷	HAN	family	18
杜·普雷	HAN	given	9
杜·特雷	HAN	family	6
杜乔	HAN	given	64
杜什库	HAN	family	6
杜什庫	HAN	family	6
杜什金	HAN	family	6
杜伊利奥	HAN	given	94
杜伊古	HAN	given	99
杜伊古魯	HAN	family	6
杜伊古鲁	HAN	family	6
杜伯	HAN	family	7
杜伯拉瓦	HAN	family	39
杜伯林	HAN	family	18
杜伯特	HAN	family	5
杜佛	HAN	family	36
杜佛特	HAN	family	9
杜依斯谷	HAN	family	8
杜倫	HAN	family	283
杜倫尼	HAN	family	13
杜倫柏格	HAN	family	10
杜克	HAN	family	310
杜克	HAN	given	150
杜克·德·埃斯特拉达	HAN	family	5
杜克·德·埃斯特拉達	HAN	family	5
杜克斯	HAN	family	117
杜克洛斯	HAN	family	5
杜克特	HAN	family	30
杜克索娃	HAN	family	13
杜克罗斯	HAN	family	5
杜克蒙	HAN	family	22
杜克諾伊	HAN	family	6
杜克诺伊	HAN	family	6
杜兰	HAN	family	869
杜兰戈	HAN	family	12
杜兰斯	HAN	family	6
杜兰特	HAN	family	226
杜兰蒂	HAN	family	42
杜兰达	HAN	family	12
杜兰通	HAN	family	6
杜兰顿	HAN	family	22
杜兹	HAN	family	6
杜凯	HAN	family	19
杜凱	HAN	family	8
杜別斯瓦	HAN	given	26
杜利	HAN	family	147
杜利安倫	HAN	family	23
杜利尼	HAN	family	17
杜利華/多里瓦爾	HAN	given	17
杜力	HAN	family	147
杜加尔	HAN	family	14
杜加斯	HAN	family	107
杜加爾	HAN	family	36
杜勒爾	HAN	family	27
杜南	HAN	family	23
杜博	HAN	family	15
杜博斯	HAN	family	32
杜卡迪	HAN	family	10
杜喬	HAN	given	64
杜埃尼亚斯	HAN	family	43
杜埃尼亞斯	HAN	family	43
杜基齐	HAN	family	8
杜塔	HAN	family	168
杜塞	HAN	family	12
杜塞佩	HAN	family	7
杜塞尔	HAN	family	23
杜塞特	HAN	family	12
杜多拉切	HAN	family	17
杜夫	HAN	family	19
杜夫	HAN	given	9
杜夫尼亚克	HAN	family	7
杜夫尼亞克	HAN	family	7
杜奇/多伊奇	HAN	family	735
杜奈爾	HAN	family	10
杜妮亞	HAN	given	99
杜姆	HAN	family	28
杜姆比亚	HAN	family	51
杜威	HAN	family	166
杜威	HAN	given	124
杜安	HAN	family	26
杜安	HAN	given	564
杜富尔	HAN	family	602
杜富爾	HAN	family	602
杜尔	HAN	family	166
杜尔塞	HAN	given	76
杜尔塞·玛丽亚	HAN	given	15
杜尔姆	HAN	family	5
杜尔孙	HAN	given	49
杜尔松	HAN	family	17
杜尚	HAN	given	1519
杜尼亚克	HAN	family	6
杜尼娅	HAN	given	99
杜尼根	HAN	family	8
杜尼纳	HAN	family	9
杜山	HAN	given	42
杜巴	HAN	family	16
杜巴斯	HAN	family	7
杜巴索夫	HAN	family	6
杜布	HAN	family	78
杜布拉夫卡	HAN	given	55
杜布拉瓦	HAN	family	39
杜布拉芙卡	HAN	given	55
杜布斯卡	HAN	family	44
杜布斯基	HAN	family	17
杜布瓦	HAN	family	1187
杜布罗伊	HAN	family	94
杜布谢	HAN	family	7
杜希	HAN	family	15
杜帕克	HAN	family	38
杜平	HAN	family	60
杜库雷	HAN	family	21
杜庫雷	HAN	family	21
杜弗雷納	HAN	family	5
杜德	HAN	family	350
杜德克	HAN	family	240
杜怀特	HAN	family	94
杜恩	HAN	family	26
杜恩	HAN	given	564
杜托伊特	HAN	family	90
杜拉	HAN	family	22
杜拉	HAN	given	1653
杜拉尼	HAN	family	12
杜斯	HAN	family	12
杜斯勒	HAN	family	139
杜斯勒/卓斯勒	HAN	family	139
杜斯堡	HAN	family	9
杜斯科	HAN	family	8
杜旺	HAN	family	22
杜普伊斯	HAN	family	366
杜普依斯	HAN	family	366
杜普莱西斯-古雷	HAN	family	5
杜普莱西斯·达让特莱	HAN	family	5
杜普萊西	HAN	family	67
杜普萊西-古雷	HAN	family	5
杜普雷	HAN	family	198
杜普雷	HAN	given	9
杜普雷兹	HAN	family	11
杜普雷茲	HAN	family	11
杜林	HAN	family	30
杜林尼	HAN	family	30
杜林格	HAN	family	17
杜查托	HAN	family	6
杜根	HAN	family	100
杜格代尔	HAN	family	127
杜格尔德	HAN	given	79
杜格戴爾	HAN	family	127
杜格爾德	HAN	given	79
杜格納克	HAN	family	6
杜桑	HAN	family	160
杜桑	HAN	given	205
杜桑恩	HAN	given	42
杜楚尼	HAN	family	6
杜比	HAN	family	128
杜比斯	HAN	family	33
杜比森	HAN	family	64
杜汉	HAN	family	9
杜沃爾斯基	HAN	family	10
杜沙內克	HAN	family	10
杜沙姆	HAN	family	65
杜波伊斯	HAN	family	85
杜波利埃	HAN	family	94
杜波瓦	HAN	family	1187
杜泰爾	HAN	family	23
杜泽	HAN	family	126
杜爾	HAN	family	166
杜爾丘	HAN	family	19
杜爾塞	HAN	family	6
杜爾姆	HAN	family	5
杜爾孫	HAN	given	49
杜爾納	HAN	family	6
杜爾霍姆	HAN	family	15
杜爾馬茲	HAN	family	54
杜特尔特	HAN	family	15
杜特科维奇	HAN	family	54
杜特華	HAN	family	38
杜特蒂	HAN	family	15
杜特雷	HAN	family	6
杜瑞爾/杜雷爾	HAN	family	14
杜瓦	HAN	family	629
杜瓦利埃	HAN	family	5
杜瓦利埃/杜華利	HAN	family	5
杜瓦勒	HAN	family	23
杜瓦安	HAN	family	62
杜瓦尔	HAN	family	629
杜瓦尔	HAN	given	5
杜瓦爾	HAN	family	66
杜瓦爾	HAN	given	5
杜瓦隆	HAN	family	8
杜甘	HAN	family	100
杜申	HAN	family	121
杜白瑞	HAN	family	33
杜盖	HAN	family	41
杜科特	HAN	family	14
杜科蒙	HAN	family	22
杜米崔斯裘	HAN	family	135
杜米特拉克	HAN	family	16
杜米特雷斯库	HAN	family	135
杜米特魯	HAN	family	84
杜米特魯	HAN	given	498
杜米特鲁	HAN	family	84
杜米特鲁	HAN	given	498
杜米索	HAN	given	6
杜納耶夫	HAN	family	29
杜納韋	HAN	family	21
杜索薩	HAN	family	126
杜維爾	HAN	family	16
杜纳耶夫	HAN	family	29
杜纳耶夫斯基	HAN	family	6
杜纳韦	HAN	family	21
杜维尔	HAN	family	16
杜罗夫	HAN	family	24
杜羅諾夫	HAN	family	29
杜考夫尼	HAN	family	6
杜肯	HAN	family	41
杜芬舒斯	HAN	family	6
杜莫林	HAN	family	96
杜莱	HAN	family	7
杜菲特	HAN	family	10
杜萊	HAN	family	7
杜萨内克	HAN	family	10
杜萨特	HAN	family	20
杜蒙	HAN	family	440
杜蒙德	HAN	family	16
杜蒙特	HAN	family	440
杜薩	HAN	family	20
杜蘭	HAN	family	869
杜蘭尼	HAN	family	12
杜蘭戈	HAN	family	12
杜蘭斯	HAN	family	6
杜蘭斯基	HAN	family	26
杜蘭特	HAN	family	226
杜蘭蒂	HAN	family	42
杜蘭通	HAN	family	6
杜蘭頓	HAN	family	22
杜西	HAN	family	15
杜貝	HAN	family	93
杜貝鮑爾	HAN	family	9
杜賽	HAN	family	150
杜贝	HAN	family	93
杜贝乌	HAN	family	15
杜达	HAN	family	244
杜达	HAN	given	23
杜达斯	HAN	family	16
杜迪	HAN	given	21
杜迪克	HAN	family	240
杜連尼艾斯	HAN	family	7
杜道	HAN	family	8
杜道尔	HAN	family	8
杜達	HAN	family	244
杜達	HAN	given	23
杜達斯	HAN	family	16
杜邦	HAN	family	662
杜里	HAN	family	32
杜里	HAN	given	28
杜里奧	HAN	given	94
杜里尼	HAN	family	17
杜里杜尔	HAN	given	8
杜錫	HAN	family	7
杜阿尔特	HAN	family	469
杜阿尔特	HAN	given	144
杜阿爾特	HAN	given	144
杜阿特	HAN	family	469
杜隆	HAN	family	16
杜雷伯	HAN	family	255
杜雷尔	HAN	family	27
杜雷爾	HAN	family	14
杜韋奈	HAN	family	12
杜韦	HAN	family	128
杜飛	HAN	family	21
杜馬	HAN	family	32
杜馬克	HAN	family	48
杜馬斯	HAN	family	696
杜马	HAN	family	32
杜马斯	HAN	family	696
杜魯	HAN	family	55
杜魯多	HAN	family	71
杜魯夫	HAN	given	6
杜魯斯	HAN	family	139
杜魯普	HAN	family	13
杜魯森	HAN	family	19
杜魯肯	HAN	family	12
杜魯道	HAN	family	71
杜魯門	HAN	family	64
杜鲁坎	HAN	family	12
杜鲁普	HAN	family	13
杜鲁门	HAN	family	64
杜默	HAN	family	113
束	HAN	family	46
束姓	HAN	family	46
来	HAN	family	179
来栖	HAN	family	12
杨	HAN	family	12972
杨	HAN	given	19
杨希	HAN	given	7
杨珺	HAN	given	11
杭	HAN	family	69
杭克萳	HAN	family	68
杭士基	HAN	family	14
杭特	HAN	family	1975
杭特	HAN	given	442
杭特-布萊爾	HAN	family	78
杰	HAN	given	117
杰丽卡	HAN	given	25
杰丽娜	HAN	family	7
杰亚	HAN	family	10
杰亚	HAN	given	27
杰伊	HAN	family	17
杰伊	HAN	given	2444
杰伊兰	HAN	family	105
杰伊洪	HAN	given	47
杰伊纳布	HAN	given	52
杰伦	HAN	family	70
杰伦	HAN	given	290
杰克	HAN	family	230
杰克	HAN	given	10466
杰克兹	HAN	given	8
杰克尔	HAN	family	35
杰克斯	HAN	family	26
杰克斯	HAN	given	7
杰克曼	HAN	family	124
杰克林	HAN	family	10
杰克森	HAN	family	11
杰克逊	HAN	given	792
杰克逊/雅克松	HAN	family	5780
杰兰特	HAN	given	84
杰内	HAN	family	6
杰利	HAN	family	20
杰利	HAN	given	18
杰利克	HAN	family	21
杰利斯比	HAN	family	5
杰勒德	HAN	family	117
杰勒德	HAN	given	42
杰哈吉	HAN	given	10
杰基	HAN	given	9
杰基尔	HAN	family	10
杰夫	HAN	given	1118
杰夫代特	HAN	given	68
杰夫瑞	HAN	family	170
杰夫科特	HAN	family	15
杰奎琳	HAN	given	3860
杰奥	HAN	given	44
杰奥尔杰斯库	HAN	family	101
杰妮丝	HAN	given	166
杰姆	HAN	given	358
杰姆斯	HAN	family	8
杰姆雷	HAN	given	21
杰尔	HAN	given	232
杰尔弥森	HAN	family	8
杰尔德	HAN	given	17
杰尔特	HAN	given	23
杰尔诺特	HAN	given	521
杰尼	HAN	family	34
杰尼克斯	HAN	family	6
杰尼切克	HAN	family	10
杰尼施	HAN	family	38
杰尼索夫	HAN	family	130
杰布	HAN	family	95
杰布	HAN	given	34
杰布雷亚	HAN	family	11
杰弗斯	HAN	family	82
杰弗洛伊	HAN	family	97
杰弗洛伊	HAN	given	155
杰弗里	HAN	family	9
杰弗里	HAN	given	5191
杰弗里斯	HAN	family	172
杰弗里翁	HAN	family	20
杰德	HAN	family	24
杰德	HAN	given	725
杰思罗	HAN	given	55
杰恩	HAN	family	197
杰恩	HAN	given	216
杰扎贝尔	HAN	given	7
杰拉	HAN	given	27
杰拉/格拉/盖拉	HAN	given	8
杰拉姆	HAN	family	7
杰拉尔丁	HAN	given	994
杰拉尔多·何塞	HAN	given	6
杰拉尔德	HAN	given	4972
杰拉德	HAN	family	315
杰拉德	HAN	given	3668
杰拉德 / 赫拉德 / 热拉尔	HAN	given	3668
杰拉德/赫拉德/热拉尔	HAN	given	3668
杰拉爾多	HAN	given	399
杰拉米	HAN	given	5
杰拉贝克	HAN	family	143
杰斐逊	HAN	family	403
杰斐逊	HAN	given	399
杰斯	HAN	family	25
杰斯	HAN	given	312
杰斯克	HAN	given	7
杰斯珀森	HAN	family	9
杰斯达尔	HAN	family	14
杰明	HAN	family	39
杰明	HAN	given	15
杰普	HAN	given	163
杰普森	HAN	family	79
杰曼	HAN	family	94
杰曼	HAN	given	16
杰林	HAN	family	15
杰林斯基	HAN	family	340
杰林科娃	HAN	family	57
杰格	HAN	family	34
杰梅因	HAN	given	303
杰森	HAN	family	17
杰森	HAN	given	6931
杰温	HAN	given	34
杰特	HAN	family	56
杰特	HAN	given	268
杰特鲁德	HAN	given	14
杰玛	HAN	family	24
杰玛	HAN	given	1002
杰珀特	HAN	family	66
杰琳娜	HAN	given	14
杰瑞	HAN	family	12
杰瑞	HAN	given	15
杰瑞德	HAN	given	1073
杰瑞米	HAN	given	37
杰瑟普	HAN	family	67
杰登	HAN	given	171
杰米	HAN	family	38
杰米	HAN	given	2770
杰米-李	HAN	given	6
杰米利塔	HAN	family	6
杰米卡	HAN	given	11
杰米尔	HAN	given	128
杰米尔强	HAN	family	5
杰米尼亚诺	HAN	given	28
杰米斯	HAN	family	23
杰米斯	HAN	given	9
杰米森	HAN	family	32
杰索普	HAN	family	84
杰纳	HAN	family	61
杰纳利	HAN	family	12
杰纳斯	HAN	family	13
杰纳斯	HAN	given	97
杰纳罗	HAN	given	128
杰纳里	HAN	family	66
杰罗	HAN	given	193
杰罗姆	HAN	family	77
杰罗尼莫	HAN	family	5
杰罗尼莫	HAN	given	41
杰罗德	HAN	given	20
杰罗拉莫	HAN	given	177
杰罗米纳	HAN	given	5
杰羅姆	HAN	given	1822
杰茜	HAN	given	1668
杰茜卡	HAN	given	6773
杰茨克	HAN	given	11
杰莎	HAN	given	18
杰蒂	HAN	given	18
杰蒙	HAN	family	290
杰西	HAN	family	52
杰西	HAN	given	92
杰西卡	HAN	given	12
杰西奥夫斯基	HAN	family	6
杰西尔德	HAN	family	7
杰西明	HAN	given	14
杰西琳	HAN	given	5
杰迪代亚	HAN	given	12
杰迪戴亚	HAN	given	51
杰逊	HAN	family	5780
杰逊	HAN	given	106
杰里	HAN	given	3138
杰里内科	HAN	family	8
杰里尼	HAN	family	12
杰里米	HAN	family	7
杰里米	HAN	given	4159
杰里纳斯	HAN	family	45
杰里蒂	HAN	family	8
杰里迈亚	HAN	family	20
杰里迈亚	HAN	given	1083
杰里迈亚斯	HAN	family	23
杰里迈亚斯	HAN	given	312
杰雷基	HAN	family	43
杰雷斯	HAN	family	32
杰马	HAN	family	13
杰马尔	HAN	family	6
杰马尔	HAN	given	187
杰马耶勒	HAN	family	15
杰鲁莎	HAN	given	22
杰齐纳	HAN	given	9
東	HAN	family	109
東	HAN	given	56
東吾	HAN	given	12
東城	HAN	family	18
東子	HAN	given	6
東家	HAN	family	9
東密	HAN	given	202
東寧	HAN	given	5
東尼	HAN	family	13
東尼諾	HAN	given	58
東山	HAN	family	8
東布羅夫斯卡	HAN	family	106
東布羅夫斯基	HAN	family	307
東布羅瓦	HAN	family	9
東戈	HAN	family	7
東方	HAN	family	10
東村	HAN	family	5
東条	HAN	family	8
東東	HAN	given	7
東根	HAN	family	11
東條	HAN	family	21
東海林	HAN	family	6
東田	HAN	family	7
東虎	HAN	given	30
東郷	HAN	family	69
東鄉	HAN	family	69
東野	HAN	family	22
東野	HAN	given	9
松	HAN	family	17
松	HAN	given	5
松三郎	HAN	given	5
松下	HAN	family	170
松丸	HAN	family	8
松久	HAN	family	16
松井	HAN	family	248
松元	HAN	family	22
松内	HAN	family	80
松前	HAN	family	25
松原	HAN	family	130
松吉	HAN	family	6
松坂	HAN	family	12
松塔	HAN	family	7
松姓	HAN	family	9
松宮	HAN	family	6
松尾	HAN	family	189
松居	HAN	family	17
松山	HAN	family	106
松岡	HAN	family	190
松島	HAN	family	36
松崎	HAN	family	38
松嶋	HAN	family	11
松川	HAN	family	22
松平	HAN	family	189
松延	HAN	family	5
松德奎斯特	HAN	family	71
松德斯特伦	HAN	family	168
松德斯特倫	HAN	family	168
松方	HAN	family	7
松木	HAN	family	59
松本	HAN	family	676
松村	HAN	family	143
松林	HAN	family	20
松森	HAN	family	5
松橋	HAN	family	7
松氏	HAN	family	9
松永	HAN	family	152
松江	HAN	family	7
松沢	HAN	family	36
松波	HAN	family	25
松浦	HAN	family	165
松浪	HAN	family	8
松澤	HAN	family	63
松濤	HAN	family	6
松特海姆	HAN	family	22
松田	HAN	family	328
松索莱斯	HAN	given	19
松蘇內吉	HAN	family	14
松谷	HAN	family	33
松贾	HAN	given	2411
松重	HAN	family	5
松野	HAN	family	72
松隈	HAN	family	5
松雪	HAN	family	7
松風	HAN	family	6
松﨑	HAN	family	8
板井	HAN	family	9
板倉	HAN	family	34
板坂	HAN	family	9
板垣	HAN	family	50
板橋	HAN	family	5
板谷	HAN	family	27
板野	HAN	family	11
极	HAN	given	50
构	HAN	given	45
林	HAN	family	7581
林	HAN	given	232
林丁格	HAN	family	28
林亚德	HAN	family	32
林代爾	HAN	family	14
林伍德	HAN	given	23
林佛斯	HAN	family	84
林克	HAN	family	350
林克斯	HAN	family	10
林兹	HAN	family	76
林内亚	HAN	given	167
林加德	HAN	family	34
林博	HAN	family	9
林哈特	HAN	family	212
林堡	HAN	family	39
林多	HAN	family	37
林多夫	HAN	family	8
林太郎	HAN	given	5
林奇	HAN	family	1458
