# Name tokens from the Wikidata entity registry: every given-name and family-name item
# borne by at least five subjects, written as each of the registry's labels for it, with
# the token's dominant Unicode script and the item's bearer count as prominence. A row
# says the registry records people bearing the token as a name part — 王 is a family name
# written in Han script; Alexander, Александр and 亚历山大 are one given name written
# three ways. Whether a sampled value is made of such tokens is the caller's question,
# answered by votes this file does not cast.
#
# Name: Wikidata given and family names
# Publisher: Wikidata
# Kind: words
# Source: Wikidata, items referenced as a person's given name (P735) or family name
#   (P734) by at least five subjects, under every rdfs:label in every language; the
#   script is the majority Unicode script of the token's letters. Queried via the
#   QLever SPARQL endpoint (https://qlever.dev/api/wikidata).
# Licence: CC0 1.0 (https://creativecommons.org/publicdomain/zero/1.0/).
# Regenerate: ./gradlew :lexicon-extraction:extractWikidataNames
#
# token	script	kind	bearers
Дикамилло	CYRILLIC	family	5
Дикеледи	CYRILLIC	given	6
Дикерсон	CYRILLIC	family	228
Дики	CYRILLIC	given	41
Дикий	CYRILLIC	family	12
Дикинсон	CYRILLIC	family	738
Диккель	CYRILLIC	family	53
Диккенс	CYRILLIC	family	184
Дикки	CYRILLIC	given	61
Диклич	CYRILLIC	family	6
Диклић	CYRILLIC	family	6
Дикон	CYRILLIC	family	285
Дикон	CYRILLIC	given	18
Дикс	CYRILLIC	family	47
Диксон	CYRILLIC	family	1630
Диксон	CYRILLIC	given	68
Дилан	CYRILLIC	given	951
Дилара / Диляра	CYRILLIC	given	88
Дилджер	CYRILLIC	family	42
Дилек	CYRILLIC	given	131
Дилип	CYRILLIC	given	22
Дилл	CYRILLIC	family	220
Диллен	CYRILLIC	family	29
Диллинджер	CYRILLIC	family	28
Диллон	CYRILLIC	family	957
Диллэйн	CYRILLIC	family	8
Дилма	CYRILLIC	given	6
Дилшод	CYRILLIC	given	5
Дильк	CYRILLIC	family	28
Дильс	CYRILLIC	family	13
Дильтей	CYRILLIC	family	15
Димас	CYRILLIC	family	17
Димблби	CYRILLIC	family	15
Димек	CYRILLIC	family	12
Димер	CYRILLIC	family	105
Димитар	CYRILLIC	given	498
Димитир	CYRILLIC	given	498
Димитр	CYRILLIC	given	498
Димитра	CYRILLIC	family	125
Димитреску	CYRILLIC	family	9
Димитри	CYRILLIC	given	533
Димитрие	CYRILLIC	given	52
Димитрий	CYRILLIC	given	533
Димитриос	CYRILLIC	given	60
Димитрис	CYRILLIC	given	889
Димитрија	CYRILLIC	given	175
Димитрије	CYRILLIC	given	52
Димитријевић	CYRILLIC	family	48
Димитров	CYRILLIC	family	286
Димитрова	CYRILLIC	family	58
Димитровски	CYRILLIC	family	7
Димитріос	CYRILLIC	given	60
Димитър	CYRILLIC	given	498
Димич	CYRILLIC	family	11
Димић	CYRILLIC	family	11
Димо	CYRILLIC	given	18
Димов	CYRILLIC	family	28
Димсдейл	CYRILLIC	family	24
Димінський	CYRILLIC	family	5
Димітр	CYRILLIC	given	57
Дин	CYRILLIC	family	1115
Дин	CYRILLIC	given	2223
Дина	CYRILLIC	given	1052
Динара	CYRILLIC	given	26
Династија Сауд	CYRILLIC	family	5
Динг	CYRILLIC	family	2312
Дингл	CYRILLIC	family	37
Дингли	CYRILLIC	family	26
Динго	CYRILLIC	given	59
Динесен	CYRILLIC	family	30
Диниз	CYRILLIC	family	64
Динику	CYRILLIC	family	7
Динис	CYRILLIC	given	6
Динич	CYRILLIC	family	8
Диниш / Динис	CYRILLIC	family	14
Диниш / Динис	CYRILLIC	given	23
Динић	CYRILLIC	family	8
Динклаге	CYRILLIC	family	7
Динков	CYRILLIC	family	16
Дино	CYRILLIC	family	30
Дино	CYRILLIC	given	726
Динс	CYRILLIC	family	71
Динстбир	CYRILLIC	family	9
Дину	CYRILLIC	family	62
Дину	CYRILLIC	given	39
Динчо	CYRILLIC	given	6
Дио	CYRILLIC	given	202
Диоген	CYRILLIC	given	8
Диогу	CYRILLIC	family	20
Диогу / Диого	CYRILLIC	given	632
Диодор	CYRILLIC	given	8
Дион	CYRILLIC	family	145
Диона	CYRILLIC	family	14
Диониджи	CYRILLIC	given	55
Дионизи	CYRILLIC	family	22
Дионис	CYRILLIC	given	15
Дионисий	CYRILLIC	family	93
Дионисий	CYRILLIC	given	100
Дионисий / Дионисио	CYRILLIC	given	336
Дионисиос	CYRILLIC	given	94
Дионисиус	CYRILLIC	given	11
Дионисия	CYRILLIC	given	22
Дионисіос / Діонисіос	CYRILLIC	given	21
Дионисіус / Діонісіус	CYRILLIC	given	100
Диониђи	CYRILLIC	family	13
Диониђи	CYRILLIC	given	55
Дионісіо / Діонісіо	CYRILLIC	given	336
Диоп	CYRILLIC	family	205
Диор	CYRILLIC	family	18
Диосдадо	CYRILLIC	family	5
Дип	CYRILLIC	given	28
Дипак	CYRILLIC	given	170
Дипенброк	CYRILLIC	family	14
Дипика	CYRILLIC	given	13
Диппель	CYRILLIC	family	31
Дипроз	CYRILLIC	family	8
Дирборн	CYRILLIC	family	33
Дирда	CYRILLIC	family	14
Дирикс	CYRILLIC	family	7
Диринг	CYRILLIC	family	50
Дирк	CYRILLIC	given	5022
Диркс	CYRILLIC	family	74
Дирксен	CYRILLIC	family	44
Дис	CYRILLIC	family	26
Дисанаяке	CYRILLIC	family	13
Дисента	CYRILLIC	family	6
Дискин	CYRILLIC	family	13
Дисней	CYRILLIC	family	86
Дистлер	CYRILLIC	family	55
Дита	CYRILLIC	given	125
Дитер	CYRILLIC	family	94
Дитер	CYRILLIC	given	4879
Дитлев	CYRILLIC	given	65
Дитль	CYRILLIC	family	77
Дитмар	CYRILLIC	family	18
Дитмар	CYRILLIC	given	1261
Дитон	CYRILLIC	family	25
Дитрик	CYRILLIC	family	6
Дитрих	CYRILLIC	family	747
Дитрих	CYRILLIC	given	1470
Диттель	CYRILLIC	family	8
Диттмер	CYRILLIC	family	69
Диттрих	CYRILLIC	family	262
Дитхарт	CYRILLIC	given	7
Дитхельм	CYRILLIC	given	53
Дитц	CYRILLIC	family	765
Дитце	CYRILLIC	family	148
Диу	CYRILLIC	family	36
Диуф	CYRILLIC	family	85
Дифенбах	CYRILLIC	family	19
Дичко	CYRILLIC	family	5
Дишингер	CYRILLIC	family	20
Диян	CYRILLIC	given	14
Дијана	CYRILLIC	given	5877
Дијего	CYRILLIC	given	5479
Дламини	CYRILLIC	family	46
Длоуги	CYRILLIC	family	85
Длугаш	CYRILLIC	family	45
Длугош	CYRILLIC	family	45
Дмахоўскі	CYRILLIC	family	33
Дмитренко	CYRILLIC	family	15
Дмитриев	CYRILLIC	family	183
Дмитриева	CYRILLIC	family	9
Дмитриевич	CYRILLIC	family	48
Дмитриевский	CYRILLIC	family	17
Дмитриенко	CYRILLIC	family	19
Дмитрий	CYRILLIC	given	3936
Дмитрийс	CYRILLIC	given	13
Дмитро	CYRILLIC	given	3936
Дмитрієв	CYRILLIC	family	183
Дмовський / Дмовскі	CYRILLIC	family	12
Дмоховский	CYRILLIC	family	33
Дмоховський	CYRILLIC	family	33
Дмітрій	CYRILLIC	given	217
Днепров	CYRILLIC	family	7
Дніпров	CYRILLIC	family	7
До	CYRILLIC	family	84
Доайен	CYRILLIC	family	62
Доан	CYRILLIC	family	1102
Добай	CYRILLIC	family	27
Добаси	CYRILLIC	family	9
Доббс	CYRILLIC	family	189
Добжанський	CYRILLIC	family	38
Доби	CYRILLIC	family	29
Добкин	CYRILLIC	family	26
Доблоуґ	CYRILLIC	family	11
Добляс	CYRILLIC	family	7
Добляўг	CYRILLIC	family	11
Добош	CYRILLIC	family	83
Добрев	CYRILLIC	family	19
Добрева	CYRILLIC	family	8
Добреску	CYRILLIC	family	35
Добржинский	CYRILLIC	family	32
Добржинський	CYRILLIC	family	32
Добри	CYRILLIC	given	7
Добрин	CYRILLIC	family	33
Добринов	CYRILLIC	family	8
Добринін	CYRILLIC	family	25
Добрович	CYRILLIC	family	5
Добровић	CYRILLIC	family	5
Добровольская	CYRILLIC	family	35
Добровольский	CYRILLIC	family	115
Добровольська	CYRILLIC	family	35
Добровольський	CYRILLIC	family	5
Добровский	CYRILLIC	family	8
Добродеев	CYRILLIC	family	7
Добромир	CYRILLIC	given	19
Добронравов	CYRILLIC	family	8
Добросав	CYRILLIC	given	6
Доброслав	CYRILLIC	given	56
Добротворский	CYRILLIC	family	13
Доброхотов	CYRILLIC	family	8
Добрынин	CYRILLIC	family	25
Добрянские	CYRILLIC	family	38
Добрянський	CYRILLIC	family	23
Добсон	CYRILLIC	family	430
Добэрэр	CYRILLIC	family	5
Добяшова	CYRILLIC	family	5
Добєцький	CYRILLIC	family	7
Добі	CYRILLIC	family	15
Дов	CYRILLIC	given	119
Довбер	CYRILLIC	given	8
Довгалюк	CYRILLIC	family	10
Довгань	CYRILLIC	family	11
Дове / Дав	CYRILLIC	family	119
Довер	CYRILLIC	family	36
Довженко	CYRILLIC	family	10
Довуд	CYRILLIC	family	45
Довуд	CYRILLIC	given	45
Довґан	CYRILLIC	family	5
Догадин	CYRILLIC	family	6
Доган	CYRILLIC	family	309
Доген	CYRILLIC	family	13
Догерті	CYRILLIC	family	449
Догнал	CYRILLIC	family	102
Дограмаджиев	CYRILLIC	family	5
Догу	CYRILLIC	family	16
Дода	CYRILLIC	family	54
Дода	CYRILLIC	given	32
Додд	CYRILLIC	family	350
Доддс	CYRILLIC	family	182
Доде	CYRILLIC	family	39
Додерер	CYRILLIC	family	10
Додеро	CYRILLIC	family	11
Додж	CYRILLIC	family	214
Додин	CYRILLIC	family	19
Додо	CYRILLIC	given	32
Додс	CYRILLIC	family	20
Додэра	CYRILLIC	family	11
Доз	CYRILLIC	family	171
Доз / Доуз / Дауэс	CYRILLIC	family	171
Дозе	CYRILLIC	family	53
Дозуа	CYRILLIC	family	5
Дои	CYRILLIC	family	116
Дой	CYRILLIC	family	9
Дойбель	CYRILLIC	family	19
Дойг	CYRILLIC	family	93
Дойков	CYRILLIC	family	5
Дойл	CYRILLIC	family	1005
Дойл	CYRILLIC	given	78
Дойна	CYRILLIC	given	79
Дойчер	CYRILLIC	family	30
Док	CYRILLIC	given	130
Докинз	CYRILLIC	family	132
Докич	CYRILLIC	family	7
Докић	CYRILLIC	family	7
Докмановић	CYRILLIC	family	8
Доктор	CYRILLIC	family	5
Дола	CYRILLIC	family	6
Дола	CYRILLIC	given	8
Долан	CYRILLIC	family	249
Долгих	CYRILLIC	family	9
Долгов	CYRILLIC	family	46
Долгополов	CYRILLIC	family	5
Долгоруков	CYRILLIC	family	69
Долгорукова	CYRILLIC	family	23
Доле	CYRILLIC	family	21
Долежал	CYRILLIC	family	259
Доленга	CYRILLIC	family	15
Доленц	CYRILLIC	family	84
Должанский	CYRILLIC	family	5
Долженков	CYRILLIC	family	6
Доли	CYRILLIC	given	125
Долидзе	CYRILLIC	family	35
Долин	CYRILLIC	family	20
Долинський	CYRILLIC	family	11
Долл	CYRILLIC	family	158
Доллар	CYRILLIC	family	32
Долли	CYRILLIC	given	125
Долматов	CYRILLIC	family	11
Долорес	CYRILLIC	given	807
Долорс	CYRILLIC	given	126
Долтан	CYRILLIC	family	626
Дольд	CYRILLIC	family	47
Дольотти	CYRILLIC	family	11
Доля	CYRILLIC	family	8
Долідзе	CYRILLIC	family	35
Домагой	CYRILLIC	given	50
Доман	CYRILLIC	family	20
Доманьский	CYRILLIC	family	70
Домарадски	CYRILLIC	family	23
Домби	CYRILLIC	family	18
Домбковский	CYRILLIC	family	23
Домбровски	CYRILLIC	family	85
Домбровский	CYRILLIC	family	307
Домбровський	CYRILLIC	family	307
Домбскі	CYRILLIC	family	20
Домей	CYRILLIC	family	8
Домейко	CYRILLIC	family	5
Домела Ньивенхёйс	CYRILLIC	family	6
Доменек	CYRILLIC	family	46
Доменик	CYRILLIC	given	10
Доменика	CYRILLIC	given	55
Доменико	CYRILLIC	given	3119
Доменік	CYRILLIC	given	160
Доменіко	CYRILLIC	given	3119
Домерг	CYRILLIC	family	30
Доми	CYRILLIC	family	5
Доминга	CYRILLIC	given	26
Домингес	CYRILLIC	family	449
Доминго	CYRILLIC	family	152
Доминго	CYRILLIC	given	1251
Домингос	CYRILLIC	given	259
Домингуш	CYRILLIC	given	259
Доминик	CYRILLIC	family	30
Доминик	CYRILLIC	given	4932
Доминика	CYRILLIC	given	623
Доминикус	CYRILLIC	given	262
Домисьен	CYRILLIC	given	6
Домна	CYRILLIC	given	6
Домокош	CYRILLIC	given	62
Домон	CYRILLIC	family	6
Домонкош	CYRILLIC	given	30
Домінгес	CYRILLIC	family	449
Домінік	CYRILLIC	given	4932
Дон	CYRILLIC	family	67
Дон	CYRILLIC	given	3999
Дон / Доун	CYRILLIC	given	976
Дон Хан	CYRILLIC	given	9
Дона	CYRILLIC	given	906
Донаг’ю	CYRILLIC	family	49
Донал	CYRILLIC	given	132
Доналд	CYRILLIC	given	8029
Дональ	CYRILLIC	given	132
Дональд	CYRILLIC	family	180
Дональд	CYRILLIC	given	8029
Дональдсан	CYRILLIC	family	527
Дональдсон	CYRILLIC	family	527
Донаньи	CYRILLIC	family	9
Донат	CYRILLIC	family	66
Донат	CYRILLIC	given	117
Донат / Дона	CYRILLIC	given	117
Доната	CYRILLIC	given	160
Донатас	CYRILLIC	given	70
Донателлæ	CYRILLIC	given	351
Донателло	CYRILLIC	given	20
Донати	CYRILLIC	family	220
Донато	CYRILLIC	family	147
Донато	CYRILLIC	given	499
Донахью	CYRILLIC	family	150
Дондерс	CYRILLIC	family	20
Дондуа	CYRILLIC	family	6
Донеган	CYRILLIC	family	44
Донельсан	CYRILLIC	family	20
Донельсон	CYRILLIC	family	20
Донець	CYRILLIC	family	9
Донеў	CYRILLIC	family	11
Донкин	CYRILLIC	family	47
Донн	CYRILLIC	family	24
Донна	CYRILLIC	given	906
Доннарумма	CYRILLIC	family	24
Доннелл	CYRILLIC	family	33
Доннелли	CYRILLIC	family	393
Доннеллі	CYRILLIC	family	393
Доннер	CYRILLIC	family	302
Донни	CYRILLIC	given	193
Донні	CYRILLIC	given	193
Донован	CYRILLIC	family	469
Донован	CYRILLIC	given	286
Доносо	CYRILLIC	family	54
Донохью	CYRILLIC	family	83
Донсков	CYRILLIC	family	11
Донской	CYRILLIC	family	16
Донський	CYRILLIC	family	16
Дончев	CYRILLIC	family	10
Дончо	CYRILLIC	given	5
Доплер	CYRILLIC	family	49
Дора	CYRILLIC	family	19
Дора	CYRILLIC	given	1653
Доран	CYRILLIC	family	174
Дораці	CYRILLIC	given	5114
Доре	CYRILLIC	family	85
Дорер	CYRILLIC	family	18
Дорж	CYRILLIC	given	5
Дори	CYRILLIC	given	37
Дориак	CYRILLIC	family	8
Дориан	CYRILLIC	family	27
Дориан	CYRILLIC	given	388
Дорин	CYRILLIC	given	690
Дорио	CYRILLIC	family	5
Дорис	CYRILLIC	given	2608
Дорка	CYRILLIC	family	6
Дорман	CYRILLIC	family	255
Дормер	CYRILLIC	family	95
Дормидонтов	CYRILLIC	family	6
Дормідонтов	CYRILLIC	family	6
Дорн	CYRILLIC	family	367
Дорнан	CYRILLIC	family	18
Дорнер	CYRILLIC	family	97
Дорогов	CYRILLIC	family	5
Дорожкин	CYRILLIC	family	8
Дорожкін	CYRILLIC	family	8
Дорон	CYRILLIC	family	24
Дорон	CYRILLIC	given	143
Доронин	CYRILLIC	family	40
Доронін	CYRILLIC	family	40
Дорота	CYRILLIC	given	1001
Доротеус / Дорофей	CYRILLIC	given	12
Доротея	CYRILLIC	given	2973
Доротеја	CYRILLIC	given	2973
Дороти	CYRILLIC	given	5114
Дороті	CYRILLIC	given	5114
Дорофеев	CYRILLIC	family	42
Дорофеева	CYRILLIC	family	8
Дорофєєв	CYRILLIC	family	42
Дорош	CYRILLIC	family	25
Дорошевская	CYRILLIC	family	9
Дорошевский	CYRILLIC	family	7
Дорошевський	CYRILLIC	family	7
Дорошенко	CYRILLIC	family	54
Дорр	CYRILLIC	family	128
Дорра	CYRILLIC	given	18
Доррер	CYRILLIC	family	8
Доррит	CYRILLIC	given	27
Дорси	CYRILLIC	family	244
Дорсі	CYRILLIC	family	244
Дорте	CYRILLIC	given	89
Дору	CYRILLIC	given	68
Дорф	CYRILLIC	family	26
Дорфман	CYRILLIC	family	46
Дорыс	CYRILLIC	family	23
Дорыс	CYRILLIC	given	2608
Доріан	CYRILLIC	given	388
Дорін	CYRILLIC	given	125
Доріо	CYRILLIC	family	5
Досс	CYRILLIC	family	59
Доссе	CYRILLIC	family	8
Доссена	CYRILLIC	family	25
Досси	CYRILLIC	family	22
Досталь	CYRILLIC	family	58
Достоевский	CYRILLIC	family	9
Достоєвський	CYRILLIC	family	9
Дот	CYRILLIC	given	16
Дотан	CYRILLIC	family	18
Дотсон	CYRILLIC	family	93
Доу	CYRILLIC	family	1036
Доуи	CYRILLIC	family	25
Доул	CYRILLIC	family	46
Доусон	CYRILLIC	family	1450
Доусон / Досон	CYRILLIC	family	1450
Доуэлл	CYRILLIC	family	77
Дохи	CYRILLIC	family	13
Дохов	CYRILLIC	family	8
Доценко	CYRILLIC	family	7
Доці	CYRILLIC	given	24
Доэрти	CYRILLIC	family	449
Дојл	CYRILLIC	family	1005
Драбкин	CYRILLIC	family	5
Дравіцкі	CYRILLIC	family	16
Драга	CYRILLIC	given	19
Драган	CYRILLIC	given	428
Драгана	CYRILLIC	given	117
Драги	CYRILLIC	family	15
Драги	CYRILLIC	given	7
Драгиев	CYRILLIC	family	5
Драгица	CYRILLIC	given	60
Драгич	CYRILLIC	family	10
Драгичевич	CYRILLIC	family	8
Драгиша	CYRILLIC	given	26
Драгић	CYRILLIC	family	10
Драгнев	CYRILLIC	family	7
Драгня	CYRILLIC	family	10
Драго	CYRILLIC	family	92
Драго	CYRILLIC	given	265
Драгович	CYRILLIC	family	7
Драговић	CYRILLIC	family	7
Драгой	CYRILLIC	family	13
Драголюб	CYRILLIC	given	33
Драгомир	CYRILLIC	given	36
Драгомира	CYRILLIC	given	159
Драгомиров	CYRILLIC	family	5
Драгослав	CYRILLIC	given	32
Драготин	CYRILLIC	given	11
Драгош	CYRILLIC	given	92
Драгоєвич	CYRILLIC	family	10
Драгојевић	CYRILLIC	family	10
Драгољуб	CYRILLIC	given	33
Драгу	CYRILLIC	family	14
Драгумис	CYRILLIC	family	8
Драгунов	CYRILLIC	family	10
Драгутин	CYRILLIC	given	140
Драгутиновић	CYRILLIC	family	6
Драгі	CYRILLIC	family	15
Драгіца	CYRILLIC	given	60
Дражен	CYRILLIC	given	63
Дражић	CYRILLIC	family	11
Драздовіч	CYRILLIC	family	10
Драйбур	CYRILLIC	family	12
Драйвер	CYRILLIC	family	116
Драйден	CYRILLIC	family	108
Драйер	CYRILLIC	family	79
Драйсдейл	CYRILLIC	family	86
Дракенберг	CYRILLIC	family	12
Драманд	CYRILLIC	family	828
Драманд	CYRILLIC	given	75
Драммер	CYRILLIC	family	22
Драммонд	CYRILLIC	family	828
Драммонд	CYRILLIC	given	75
Драмонд	CYRILLIC	family	828
Драмонд	CYRILLIC	given	75
Дранга	CYRILLIC	family	5
Дранж	CYRILLIC	family	16
Драч	CYRILLIC	family	5
Драч / Драх / Драш	CYRILLIC	family	33
Драчоў	CYRILLIC	family	5
Драчёв	CYRILLIC	family	5
Драшко	CYRILLIC	given	11
Драшкович	CYRILLIC	family	17
Драшковић	CYRILLIC	family	17
Драєр	CYRILLIC	family	79
Драјвер	CYRILLIC	family	116
Древес	CYRILLIC	family	63
Древс	CYRILLIC	family	139
Древсен	CYRILLIC	family	19
Дрезден	CYRILLIC	family	11
Дрей	CYRILLIC	family	21
Дрейер	CYRILLIC	family	329
Дрейк	CYRILLIC	family	661
Дрейк	CYRILLIC	given	94
Дрейпер	CYRILLIC	family	255
Дрейтон	CYRILLIC	family	73
Дрейфус	CYRILLIC	family	227
Дрексель	CYRILLIC	family	90
Дрекслер	CYRILLIC	family	140
Дрессель	CYRILLIC	family	70
Дрессен	CYRILLIC	family	7
Дрессер	CYRILLIC	family	40
Дресслер	CYRILLIC	family	139
Дрешер	CYRILLIC	family	245
Дрејк	CYRILLIC	given	94
Дривас	CYRILLIC	family	7
Дринкуотер	CYRILLIC	family	98
Дрис	CYRILLIC	family	22
Дрис	CYRILLIC	given	188
Дрискол	CYRILLIC	family	241
Дрисс	CYRILLIC	given	137
Дритан	CYRILLIC	given	71
Дрновшек	CYRILLIC	family	29
Дробный	CYRILLIC	family	27
Дробіш	CYRILLIC	family	10
Дрого	CYRILLIC	given	14
Дрозг	CYRILLIC	family	9
Дрозд	CYRILLIC	family	88
Дрозда	CYRILLIC	family	17
Дроздецкий	CYRILLIC	family	5
Дроздов	CYRILLIC	family	60
Дронов	CYRILLIC	family	29
Дрор	CYRILLIC	family	26
Дрори	CYRILLIC	family	22
Дроссель	CYRILLIC	family	9
Дрост	CYRILLIC	family	95
Дросте	CYRILLIC	family	329
Дру	CYRILLIC	family	392
Дру	CYRILLIC	given	901
Друде	CYRILLIC	family	12
Друе	CYRILLIC	family	56
Дружинин	CYRILLIC	family	8
Друзилла	CYRILLIC	given	18
Друкер	CYRILLIC	family	6
Друэ	CYRILLIC	family	56
Друэн	CYRILLIC	family	118
Дрчар	CYRILLIC	family	6
Дрэббл	CYRILLIC	family	10
Дрэйзен	CYRILLIC	family	7
