# PRONOM, The National Archives' registry of file formats, as the terms a program working
# with documents actually writes. A format's name is a phrase — Portable Document Format,
# Extensible Hypertext Markup Language, Scalable Vector Graphics — and the registry states
# each format's extensions and media types beside it, which are the short names a parser or
# a test fixture declares. Each concept is the format's PUID at the registry's own
# permalink, so a match cites The National Archives' record for it.
#
# Columns: concept, prefLabel, altLabel, broader, kind, module, definition, note.
# prefLabel is the format's own name. altLabel pools the stated extensions and media
# types. note carries the stated version, because PRONOM publishes one record per version
# of a format. broader and definition are blank on every row: the signature file states no
# hierarchy and no prose, and the blank is the publisher's statement. NOT CARRIED, and
# said outright: the container signature file — it maps container signatures to PUIDs this
# file already names, and states no format row of its own.
#
# Name: PRONOM signature file V125
# Short name: PRONOM
# Publisher: The National Archives
# Published at: https://www.nationalarchives.gov.uk/pronom/
# Kind: terms
# Description: PRONOM: the names The National Archives states for file formats.
# Subject: file formats
# Source: PRONOM's DROID signature file V125, https://cdn.nationalarchives.gov.uk/documents/DROID_SignatureFile_V125.xml,
#   a numbered release the publisher does not state a content address for, so it is pinned
#   by this library's own digest over it — a weaker claim than a publisher's revision, and
#   stated as such:
#   d06f26aeb0f153013449bd2a2f912c8d480247c056fd9bfd3facdc39bff7a586.
# Licence: the site footer states Open Government Licence v3.0, which permits copying,
#   publishing and adapting the information with attribution. The attribution statement it
#   requires — contains public sector information licensed under the Open Government
#   Licence v3.0 — is carried here and in NOTICE.md.
# Generated by PronomFormatsExtraction: 2571 formats.
https://www.nationalarchives.gov.uk/PRONOM/fmt/1176	Nullsoft Streaming Video	nsv		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1177	MicroStation Material Library	mat		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1178	Synthetic Music Mobile Application Format	mmf | application/vnd.yamaha.smaf-audio		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1179	Away3D Data Format	awd		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/118	Windows Bitmap	bmp | dib | image/bmp		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1180	Cinema 4D	c4d		format			version 6+
https://www.nationalarchives.gov.uk/PRONOM/fmt/1181	Bodypaint 3D	b3d		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1182	Blitz3D File Format	b3d		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1183	MicroStation Material Palette	pal		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1184	InDesign Markup Language Package	idml | application/vnd.adobe.indesign-idml-package		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1185	Apple Icon Image Format	icns		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1186	Dr. Halo Image Palette	pal		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1187	Apple iWork Template	template		format			version 13
https://www.nationalarchives.gov.uk/PRONOM/fmt/1188	Ogre Mesh 1.x	mesh		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1189	Ogre Mesh XML	xml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/119	Windows Bitmap	bmp | dib | image/bmp		format			version 5.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1190	Adobe SWC Package	swc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1191	Adobe InDesign Book	indb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1192	Adobe InDesign Library	indl		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1193	ZModeler Z3D	z3d		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1194	ZModeler Z3D	z3d		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1195	ZModeler Z3D	z3d		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1196	SIARD (Software-Independent Archiving of Relational Databases)	siard		format			version 2.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1197	MyISAM Indexes File	myi		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1198	RData	rdata		format			version Binary
https://www.nationalarchives.gov.uk/PRONOM/fmt/1199	RData	rdata		format			version ASCII
https://www.nationalarchives.gov.uk/PRONOM/fmt/12	Portable Network Graphics	png | image/png		format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/120	DROID File Collection File Format	xml | text/xml		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1200	PowerDraw			format			version 6
https://www.nationalarchives.gov.uk/PRONOM/fmt/1201	PowerCADD			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1202	Guymager Acquisition Info File	info		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1203	QuickDraw 3D Metafile (Binary)	3dmf		format			version 0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1204	Strata StudioPro Vis Format			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1205	LightWave 3D Object	lw		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1206	Impulse 3D Data Description Object	iob		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1207	Sony SFK File	sfk		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1208	Virtools File Format	cmo | nmo | nms | vmo		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1209	COLLADA Digital Asset Exchange (DAE)	dae | model/vnd.collada+xml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/121	DROID Signature File Format	xml | text/xml		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1210	Wavefront OBJ File	obj		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1211	Wavefront Material Template Library	mtl		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1212	HP System Software Manager CVA File	cva		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1213	Zoner Callisto Metafile	zmf		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1214	Cakewalk WRK Project	wrk		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1215	Reduced Resolution Dataset	aoi | aux | cff | fft | gcc | img | ovr | rrd | sig | sml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1216	Lotus Freelance Show	prz | application/vnd.lotus-freelance		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1217	Leonardo Image Format	leo		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1218	SubRip Subtitle File	srt		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1219	Gnumeric	gnumeric | application/x-gnumeric		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/122	Encapsulated PostScript File Format	eps | epsf | application/postscript		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1220	WordPerfect for Macintosh Document	application/vnd.wordperfect		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1221	WordPerfect for Macintosh Document	application/vnd.wordperfect		format			version 3.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1222	WordPerfect for Macintosh Document	application/vnd.wordperfect		format			version 3.5-4.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1223	PaperPort MAX	max		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1224	PaperPort MAX	max		format			version 3-4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1225	PaperPort MAX	max		format			version 5-7
https://www.nationalarchives.gov.uk/PRONOM/fmt/1226	Sparky	ucsf		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1227	NMRView	nv		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1228	NMRPipe	dat | ft2 | ft3 | pipe		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1229	Sibelius Sound Set Definition	set		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/123	Encapsulated PostScript File Format	eps | epsf | application/postscript		format			version 2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1230	SK-XML	ddoc		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1231	DIGIDOC-XML	ddoc		format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1232	DIGIDOC-XML	ddoc		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1233	DIGIDOC-XML	ddoc		format			version 1.3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1234	Smacker Video	smk | video/vnd.radgamettools.smacker		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1235	EclipseCrossword Puzzle File	ecw		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1236	EclipseCrossword Word List File	ewl		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1237	FileMaker Pro Database	fmp12		format			version 12
https://www.nationalarchives.gov.uk/PRONOM/fmt/1238	Band Interleaved By Line (BIL) Image Encoding	bil		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1239	Band Interleaved By Pixel (BIP) Image Encoding	bip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/124	Encapsulated PostScript File Format	eps | epsf | ps | application/postscript		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1240	Band Sequential (BSQ) Image Encoding	bsq		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1241	FO File	fo | application/vnd.software602.filler.form+xml		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1242	ZFO (Form) File	zfo | application/vnd.software602.filler.form-xml-zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1243	ZFO (Message) File	zfo | application/vnd.software602.filler.form-xml-zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1244	ZFO (Sent Message) File	zfo | application/vnd.software602.filler.form-xml-zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1245	ZFO (Proof of Delivery) File	zfo | application/vnd.software602.filler.form-xml-zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1246	SOSI	sos | text/vnd.sosi		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1247	SOSI	sos | text/vnd.sosi		format			version 4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1248	SOSI	sos | text/vnd.sosi		format			version 4.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1249	SOSI	sos | text/vnd.sosi		format			version 4.5
https://www.nationalarchives.gov.uk/PRONOM/fmt/125	Microsoft Powerpoint Presentation	ppt | application/vnd.ms-powerpoint		format			version 95
https://www.nationalarchives.gov.uk/PRONOM/fmt/1250	SOSI	sos | text/vnd.sosi		format			version 8.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1251	Electronically Certified Document (EDOC)	edoc | application/vnd.etsi.asic-e+zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1252	Raw Flux Image	rfi		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1253	ESRI Code Page File	cpg		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1254	Cardfile	crd		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1255	Windows Address Book	wab		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1256	MapInfo Workspace File	wor		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1257	AutoCAD Temporary File	ac$		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1258	Microsoft Access Workgroup Information File	mdw		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1259	SketchUp Document	skb | skp		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/126	Microsoft Powerpoint Presentation	ppt | application/vnd.ms-powerpoint		format			version 97-2003
https://www.nationalarchives.gov.uk/PRONOM/fmt/1260	SketchUp Document	skb | skp		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1261	SketchUp Document	skb | skp		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1262	SketchUp Document	skb | skp		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1263	SketchUp Document	skb | skp		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1264	SketchUp Document	skb | skp		format			version 6
https://www.nationalarchives.gov.uk/PRONOM/fmt/1265	SketchUp Document	skb | skp		format			version 7
https://www.nationalarchives.gov.uk/PRONOM/fmt/1266	SketchUp Document	skb | skp		format			version 8
https://www.nationalarchives.gov.uk/PRONOM/fmt/1267	SketchUp Document	skb | skp		format			version 13
https://www.nationalarchives.gov.uk/PRONOM/fmt/1268	SketchUp Document	skb | skp		format			version 14
https://www.nationalarchives.gov.uk/PRONOM/fmt/1269	SketchUp Document	skb | skp		format			version 15
https://www.nationalarchives.gov.uk/PRONOM/fmt/127	OpenOffice Draw	sxd | application/vnd.sun.xml.draw		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1270	SketchUp Document	skb | skp		format			version 16
https://www.nationalarchives.gov.uk/PRONOM/fmt/1271	SketchUp Document	skb | skp		format			version 17
https://www.nationalarchives.gov.uk/PRONOM/fmt/1272	SketchUp Document	skb | skp		format			version 18
https://www.nationalarchives.gov.uk/PRONOM/fmt/1273	SketchUp Document	skb | skp		format			version 19
https://www.nationalarchives.gov.uk/PRONOM/fmt/1274	Sonic Scenarist Closed Caption Format	scc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1275	3M Printscape	psc		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1276	SureThing Project File	std		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1277	Cindex Document	cdx | tpl		format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1278	Cindex Document	ucdx | utpl		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1279	Cindex Document	ucdx | utpl		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/128	OpenOffice Writer	sxw | application/vnd.sun.xml.writer		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1280	NCH Dictation Audio File	dct		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1281	WARC	warc | application/warc		format			version 1.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1282	PFS:First Choice Document	doc		format			version 1-2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1283	PFS:First Choice Document	doc		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1284	PFS:First Choice Database	fol		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1285	PFS:First Choice Graph	gra		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1286	Envoy Document File	evy		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1287	Envoy Document File	evy		format			version 7
https://www.nationalarchives.gov.uk/PRONOM/fmt/1288	IESNA LM-63 Photometric Data File	ies		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1289	RFFlow Chart	flo		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/129	OpenOffice Calc	sxc | application/vnd.sun.xml.calc		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1290	RFFlow Chart	flo		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1291	RFFlow Chart	flo		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1292	EIOffice Document	eio		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1293	602Text Document	wpd | wpt		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1294	602Tab Spreadsheet	wls		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1295	Calendar Creator Event	ce3		format			version 3-4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1296	Calendar Creator File	cc3		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1297	Calendar Creator File	cc5		format			version 5-6
https://www.nationalarchives.gov.uk/PRONOM/fmt/1298	Calendar Creator File	bcc		format			version 7-8
https://www.nationalarchives.gov.uk/PRONOM/fmt/1299	Broderbund Print Shop Deluxe	pcb | pcc | pce | pcp | pda | pdb | pdc | pdg | pdl | pdp | pds | pho | ppi | pso		format			version 5-6
https://www.nationalarchives.gov.uk/PRONOM/fmt/13	Portable Network Graphics	png | image/png		format			version 1.2
https://www.nationalarchives.gov.uk/PRONOM/fmt/130	OpenOffice Impress	sxi | application/vnd.sun.xml.impress		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1300	Broderbund The Print Shop/PrintMaster/American Greetings Project	ban | biz | bro | cal | car | cer | cft | env | fax | hcr | lbl | let | not | nws | pcr | php | sig | sti | tsh | web		format			version 10-23
https://www.nationalarchives.gov.uk/PRONOM/fmt/1301	The Print Shop Project	psproj		format			version 2-5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1302	PrintMaster Gold Project	ban | cal | car | let | sig		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1303	Microsoft Shell Scrap Object File	shs		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1304	LocoScript Document			format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1305	LocoScript Document			format			version 2
https://www.nationalarchives.gov.uk/PRONOM/fmt/1306	LocoScript Document			format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1307	LocoScript Document			format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1308	LocoScript PC			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1309	LocoScript Professional			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/131	Advanced Systems Format	asf | application/vnd.ms-asf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1310	LocoFile			format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1311	Tweet JSON	json | application/json		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1312	CorelCHART Document	cch		format			version 3-4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1313	CorelCHART Document	cch		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1314	GL Transmission Format (Text)	gltf | application/json		format			version 1.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1315	GL Transmission Format (Text)	gltf | application/json		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1316	GL Transmission Format (Binary)	glb | model/gltf-binary		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1317	QuarkXPress Document	qwd | qxd | qxt | application/vnd.Quark.QuarkXPress		format			version 3.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1318	QuarkXPress Document	qwd | qxd | qxt | application/vnd.Quark.QuarkXPress		format			version 3.3
https://www.nationalarchives.gov.uk/PRONOM/fmt/1319	QuarkXPress Document	qwd | qxd | qxt | application/vnd.Quark.QuarkXPress		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/132	Windows Media Audio	asf | wma | audio/x-ms-wma		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1320	QuarkXPress Document	qwd | qxd | qxt | application/vnd.Quark.QuarkXPress		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1321	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 7
https://www.nationalarchives.gov.uk/PRONOM/fmt/1322	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 8
https://www.nationalarchives.gov.uk/PRONOM/fmt/1323	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 9.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1324	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 2015
https://www.nationalarchives.gov.uk/PRONOM/fmt/1325	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 2016
https://www.nationalarchives.gov.uk/PRONOM/fmt/1326	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 2017
https://www.nationalarchives.gov.uk/PRONOM/fmt/1327	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 2018
https://www.nationalarchives.gov.uk/PRONOM/fmt/1328	QuarkXPress Project	qpt | qwd | qxp | application/vnd.Quark.QuarkXPress		format			version 2019
https://www.nationalarchives.gov.uk/PRONOM/fmt/1329	Avery Label Pro Document	lpd		format			version 3
https://www.nationalarchives.gov.uk/PRONOM/fmt/133	Windows Media Video	asf | wmv | video/x-ms-wmv		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1330	Avery DesignPro Document	zdp		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1331	Avery DesignPro Document	zdl		format			version 5
https://www.nationalarchives.gov.uk/PRONOM/fmt/1332	HP Photo Album	albm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1333	Sony PictureGear Studio PhotoAlbum	amd | amu		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1334	Sony PictureGear Studio PrintStudio	lmd | lmu		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1335	Sony PictureGear Studio Binder	bxt | bxu		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1336	LEADTools Lead 1Bit Compressed Image	cmp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1337	LEADToolsCompressed Image	cmp		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1338	RootsMagic Database	rmgc		format			version 4-7
https://www.nationalarchives.gov.uk/PRONOM/fmt/1339	PaperPort MAX	max		format			version 8-12
https://www.nationalarchives.gov.uk/PRONOM/fmt/134	MPEG 1/2 Audio Layer 3	mp3 | audio/mpeg		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1340	BDOC	bdoc | application/vnd.bdoc-1.0		format			version 1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1341	Associated Signature Container Simple (ASiC-S)	asics | scs | application/vnd.etsi.asic-s+zip		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1342	BDOC	asice | bdoc | application/vnd.etsi.asic-e+zip		format			version 2.x
https://www.nationalarchives.gov.uk/PRONOM/fmt/1343	PTGui Project File	pts		format			version 10
https://www.nationalarchives.gov.uk/PRONOM/fmt/1344	PTGui Project File	pts		format			version 11
https://www.nationalarchives.gov.uk/PRONOM/fmt/1345	Legacy Family Tree Database	fdb		format			version 3-9
https://www.nationalarchives.gov.uk/PRONOM/fmt/1346	Autodesk Revit File	rfa | rft | rte | rvt		format			version 4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1347	Autodesk Revit Project File	rft | rte | rvt		format			version 2008
https://www.nationalarchives.gov.uk/PRONOM/fmt/1348	Autodesk Revit Family File	rfa | rft		format			version 2008
https://www.nationalarchives.gov.uk/PRONOM/fmt/1349	Autodesk Revit Family File	rfa | rft		format			version 2010
https://www.nationalarchives.gov.uk/PRONOM/fmt/135	OpenDocument Format			format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1350	Autodesk Revit Project File	rte | rvt		format			version 2019
https://www.nationalarchives.gov.uk/PRONOM/fmt/1351	Autodesk Revit Family File	rfa | rft		format			version 2019
https://www.nationalarchives.gov.uk/PRONOM/fmt/1352	FamilyTree Maker Database	fbk | ftw		format			version 1-4
https://www.nationalarchives.gov.uk/PRONOM/fmt/1353	FamilyTree Maker Database	fbk | ftw		format			version 5-16
https://www.nationalarchives.gov.uk/PRONOM/fmt/1354	QuickBooks Backup File	qbb		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1355	WARC	warc | application/warc		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1356	Virtual Format (Raster)	vrt		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1357	Virtual Format (Vector)	vrt		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1358	MicroStation Base File	bse		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1359	Softdisk Text Compressor	ctx		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/136	OpenDocument Text	odt | ott | application/vnd.oasis.opendocument.text		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1360	Picture Publisher Bitmap	ppf		format			version 6-10
https://www.nationalarchives.gov.uk/PRONOM/fmt/1361	Amiga Disk File	adf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1362	Microsoft MapPoint Document	ptm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1363	DeluxePaint Animation File	anm		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1364	V-Ray Material	vismat		format			version XML
https://www.nationalarchives.gov.uk/PRONOM/fmt/1365	Debug File	dbg		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1366	ESRI Published Map Format	pmf		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1367	GeoJSON	geojson | application/geo+json		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1368	Nero CoverDesigner File	ncd		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1369	Error File	err		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/137	OpenDocument Spreadsheet	ods | ots | application/vnd.oasis.opendocument.spreadsheet		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1370	Advanced Disk Catalog	adc		format			
https://www.nationalarchives.gov.uk/PRONOM/fmt/1371	OmniPage Pro Document	opd		format			version 10
https://www.nationalarchives.gov.uk/PRONOM/fmt/1372	OmniPage Document	opd		format			version 12
https://www.nationalarchives.gov.uk/PRONOM/fmt/1373	OmniPage Document	opd		format			version 18
https://www.nationalarchives.gov.uk/PRONOM/fmt/1374	xdomea	xml		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1375	xdomea	xml		format			version 2.0.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1376	xdomea	xml		format			version 2.0.1
https://www.nationalarchives.gov.uk/PRONOM/fmt/1377	xdomea	xml		format			version 2.1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1378	xdomea	xml		format			version 2.2.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1379	xdomea	xml		format			version 2.3.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/138	OpenDocument Presentation	odp | otp | application/vnd.oasis.opendocument.presentation		format			version 1.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1380	xdomea			format			version 2.4.0
https://www.nationalarchives.gov.uk/PRONOM/fmt/1381	VariCAD Drawing	dwb		format			version 7+
https://www.nationalarchives.gov.uk/PRONOM/fmt/1382	Embedded OpenType (EOT) File Format	eot | application/vnd.ms-fontobject		format			version 0x00010000
https://www.nationalarchives.gov.uk/PRONOM/fmt/1383	Embedded OpenType (EOT) File Format	eot | application/vnd.ms-fontobject		format			version 0x00020001
https://www.nationalarchives.gov.uk/PRONOM/fmt/1384	Embedded OpenType (EOT) File Format	eot | application/vnd.ms-fontobject		format			version 0x00020002
