# Wiktionary topic vocabulary, one row per headword: the word (multi-word phrases carry
# underscores, the written form the bundled WordNet resources use) and the union of topic
# labels across its senses, comma-separated. The dictionary saying which domains claim the
# word — membership is a vote's evidence, never a decision.
#
# Name: Wiktionary topic vocabulary
# Publisher: Wiktionary, through wiktextract at kaikki.org
# Kind: words
# Source: Wiktionary (https://en.wiktionary.org/), read from the wiktextract JSONL published
#   at kaikki.org (https://kaikki.org/dictionary/English/); Tatu Ylonen: "Wiktextract:
#   Wiktionary as Machine-Readable Structured Data", LREC 2022.
# Licence: this data file is derived from Wiktionary content and is distributed under
#   CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0/). The licence attaches to
#   this file, not to the code that reads or produced it.
# Generated by WiktionaryExtraction: 185768 words.
x-div.	business,finance
x-hat	entertainment,lifestyle,music
x-height	media,publishing,typography
x-intercept	mathematics,sciences
x-junction	biology,genetics,medicine,natural-sciences,sciences
x-linked	biology,genetics,medicine,natural-sciences,sciences
x-linked_gene	biology,genetics,medicine,natural-sciences,sciences
x-linked_trait	biology,genetics,medicine,natural-sciences,sciences
x-machine	computing,computing-theory,engineering,mathematics,natural-sciences,physical-sciences,sciences
x-pack	video-games
x-patent	intellectual-property,law,patent-law
x-phile	lifestyle
x-plane	government,military,politics,war
x-plat	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x-ray	board-games,chess,games
x-ray_astronomy	astronomy,natural-sciences
x-ray_binary	astronomy,natural-sciences
x-ray_diffraction	natural-sciences,physical-sciences,physics
x-ray_fluorescence	natural-sciences,physical-sciences,physics
x-ray_radiation	natural-sciences,physical-sciences,physics
x-ray_spectacles	literature,media,publishing,science-fiction
x-ray_spectrum	natural-sciences,physical-sciences,physics
x-ray_telescope	astronomy,natural-sciences
x-ray_vision	fiction,literature,media,publishing,video-games
x-sona	lifestyle
x-tree	computing,computing-theory,engineering,mathematics,natural-sciences,physical-sciences,sciences
x-verse	lifestyle
x-word	grammar,human-sciences,linguistics,sciences
x/windows	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x0_system	biology,natural-sciences
x11	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x17_particle	natural-sciences,physical-sciences,physics
x64	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x86	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x86-16	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x86-32	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x86-64	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x87	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x_boson	natural-sciences,physical-sciences,physics
x_chromosome	biology,genetics,medicine,natural-sciences,sciences
x_factor	astrophysics
x_organ	biology,natural-sciences
x_out	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
x_truss	engineering,natural-sciences,physical-sciences
xa	aerospace,business,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xacml	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xaenorphica	entertainment,lifestyle,music
xalostocite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xaml	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xamoterol	medicine,pharmacology,sciences
xampp	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xanatos_gambit	lifestyle
xanax	medicine,pharmacology,sciences
xand	business,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
xanthamide	chemistry,natural-sciences,physical-sciences
xanthan	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthanolide	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthate	chemistry,natural-sciences,physical-sciences
xanthatin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthation	chemistry,natural-sciences,physical-sciences
xanthein	chemistry,natural-sciences,physical-sciences
xanthemia	medicine,pathology,sciences
xanthene	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthenic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthenone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthenyl	chemistry,natural-sciences,physical-sciences
xanthic_acid	chemistry,natural-sciences,physical-sciences
xanthid	biology,natural-sciences,zoology
xanthide	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthidylic_acid	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthine	chemistry,natural-sciences,physical-sciences
xanthine_oxidase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthinine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthinosin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthione	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthiosite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xanthism	biology,natural-sciences,zoology
xanthization	geography,geology,natural-sciences
xantho-	chemistry,natural-sciences,physical-sciences
xanthoangelol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthoastrocytoma	medicine,pathology,sciences
xanthoblast	biology,cytology,medicine,natural-sciences,sciences
xanthocarpous	biology,botany,natural-sciences
xanthochroi	anthropology,human-sciences,sciences
xanthochroia	medicine,pathology,sciences
xanthochroid	anthropology,human-sciences,sciences
xanthochrome	biology,natural-sciences
xanthochromia	medicine,sciences
xanthochromism	biology,natural-sciences
xanthochymol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthocobaltic	chemistry,natural-sciences,physical-sciences
xanthoconite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xanthogalenol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthogen	chemistry,natural-sciences,physical-sciences
xanthogenamide	chemistry,natural-sciences,physical-sciences
xanthogenic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthogenic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthogranuloma	medicine,sciences
xanthogranulomatous_pyelonephritis	medicine,pathology,sciences
xanthoma	medicine,sciences
xanthomatosis	medicine,sciences
xanthomelanoi	anthropology,human-sciences,sciences
xanthomelanous	anthropology,human-sciences,sciences
xanthommatin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthomyeloma	medicine,oncology,pathology,sciences
xanthone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthonoid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthonoxypropanolamine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthonychid	biology,natural-sciences,zoology
xanthopathy	medicine,pathology,sciences
xanthophane	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthophore	biology,natural-sciences
xanthophyll	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthophyllite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xanthophyte	biology,natural-sciences
xanthopicrin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthopicrite	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthoproteate	chemistry,natural-sciences,physical-sciences
xanthopsydracia	medicine,sciences
xanthopuccin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthopuccine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthorhamnin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthorhodopsin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthorin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xanthorrhoea	biology,botany,natural-sciences
xanthosiderite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xanthosine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthosinyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthosis	alchemy,medicine,pathology,pseudoscience,sciences
xanthospermous	biology,botany,natural-sciences
xanthotoxol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthous	anthropology,ethnology,human-sciences,sciences
xanthoxenite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xanthoxylene	chemistry,natural-sciences,physical-sciences
xanthoxyletin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthoxylin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthurenate	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthurenic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthurenic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthuria	medicine,pathology,sciences
xanthydrol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthyletin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthylic	chemistry,natural-sciences,organic-chemistry,physical-sciences
xanthylium	chemistry,natural-sciences,organic-chemistry,physical-sciences
xantifibrate	medicine,pharmacology,sciences
xantopurpurin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xantusiid	biology,natural-sciences,zoology
xap	aeronautics,aerospace,aviation,business,computing,engineering,mathematics,media,natural-sciences,physical-sciences,publishing,sciences
xaque-xaque	entertainment,lifestyle,music
xarifiid	biology,natural-sciences,zoology
xaser	literature,media,publishing,science-fiction
xavieresque	lifestyle
xb1	video-games
xbase	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
xbl	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xbla	video-games
xblig	video-games
xbone	video-games
xbong	astronomy,natural-sciences
xbot	video-games
xbox	video-games
xc	business,finance,hobbies,lifestyle,sports,transport
xcm	cycling,hobbies,lifestyle,sports
xco	cycling,hobbies,lifestyle,sports
xcu	broadcasting,film,media,television
xd	business,computing,engineering,finance,hobbies,lifestyle,mathematics,natural-sciences,physical-sciences,programming,sciences,sports
xdk	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
xdna	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xdr	medicine,pathology,sciences
xdr-tb	medicine,pathology,sciences
xdsl	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
xe	hobbies,lifestyle,motor-racing,racing,sports
xebecque	nautical,transport
xebeque	nautical,transport
xeloda	medicine,sciences
xemilofiban	medicine,pharmacology,sciences
xemu	Scientology,lifestyle,religion
xena	astronomy,natural-sciences
xenacanthid	biology,history,human-sciences,natural-sciences,paleontology,sciences
xenacanthiform	biology,history,human-sciences,natural-sciences,paleontology,sciences
xenacanthine	biology,natural-sciences,zoology
xenaphile	lifestyle
xenarthral	biology,natural-sciences,zoology
xenarthran	biology,natural-sciences,zoology
xenate	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenaverse	lifestyle
xenavidin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenazoic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xenematide	chemistry,natural-sciences,organic-chemistry,physical-sciences
xenharmonic	entertainment,lifestyle,music
xenharmonics	entertainment,lifestyle,music
xenharmony	entertainment,lifestyle,music
xenia	biology,botany,classical-studies,history,human-sciences,natural-sciences,sciences
xenic	biology,chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenic_acid	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenicid	biology,natural-sciences,zoology
xenide	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xeniid	biology,natural-sciences,zoology
xenism	human-sciences,linguistics,sciences
xenisthmid	biology,natural-sciences,zoology
xenite	lifestyle
xenix	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xenization	biology,human-sciences,linguistics,natural-sciences,sciences
xeno-	biology,medicine,natural-sciences,sciences
xenoamicin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenoandrogen	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenoantibody	immunology,medicine,sciences
xenoarchaeology	literature,media,publishing,science-fiction
xenoarcheological	literature,media,publishing,science-fiction
xenoarchitecture	literature,media,publishing,science-fiction
xenobacteriology	literature,media,publishing,science-fiction
xenobiont	biology,natural-sciences
xenobiosis	biology,natural-sciences
xenobiotic	biology,natural-sciences
xenobot	biology,computing,engineering,mathematics,mechanical-engineering,natural-sciences,physical-sciences,robotics,sciences
xenobotany	literature,media,publishing,science-fiction
xenocarpy	biology,botany,natural-sciences
xenoceltitid	biology,natural-sciences,zoology
xenochemistry	literature,media,publishing,science-fiction
xenochimera	biology,genetics,medicine,natural-sciences,sciences
xenochimeric	biology,genetics,medicine,natural-sciences,sciences
xenochronous	entertainment,lifestyle,music
xenochrony	entertainment,lifestyle,music
xenocide	literature,media,publishing,science-fiction
xenoclast	geography,geology,natural-sciences
xenocongrid	biology,natural-sciences,zoology
xenocryst	geography,geology,natural-sciences
xenocrystal	geography,geology,natural-sciences
xenoculture	architecture,art,arts,biology,microbiology,natural-sciences
xenocurrency	business,finance
xenocytology	literature,media,publishing,science-fiction
xenodiagnosis	medicine,sciences
xenodiscid	biology,natural-sciences,zoology
xenodiversity	biology,ecology,natural-sciences
xenodontine	biology,natural-sciences,zoology
xenoencyclopedia	literature,media,publishing,science-fiction
xenoengineering	literature,media,publishing,science-fiction
xenoestrogen	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenoethics	literature,media,publishing,science-fiction
xenofiction	literature,media,publishing,science-fiction
xenofree	biology,natural-sciences
xenogamous	biology,botany,natural-sciences
xenogamy	biology,botany,natural-sciences
xenogeneic	biology,genetics,medicine,natural-sciences,sciences
xenogenesis	biology,natural-sciences
xenogenetics	literature,media,publishing,science-fiction
xenogenous	medicine,pathology,sciences
xenogeography	literature,media,publishing,science-fiction
xenogeology	literature,media,publishing,science-fiction
xenognosin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenography	human-sciences,linguistics,medicine,sciences
xenohistory	literature,media,publishing,science-fiction
xenohormesis	biology,natural-sciences
xenohormone	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenoimmunization	immunology,medicine,sciences
xenoimmunize	immunology,medicine,sciences
xenolectal	human-sciences,linguistics,sciences
xenolecticity	human-sciences,linguistics,sciences
xenolinguist	human-sciences,linguistics,literature,media,publishing,science-fiction,sciences
xenolinguistics	human-sciences,linguistics,literature,media,publishing,science-fiction,sciences
xenolite	geography,geology,natural-sciences
xenolith	geography,geology,natural-sciences
xenological	literature,media,publishing,science-fiction
xenologist	literature,media,publishing,science-fiction
xenologous	biology,genetics,medicine,natural-sciences,sciences
xenologously	biology,genetics,medicine,natural-sciences,sciences
xenologue	biology,genetics,medicine,natural-sciences,sciences
xenology	biology,genetics,literature,media,medicine,natural-sciences,publishing,science-fiction,sciences
xenomedicine	literature,media,publishing,science-fiction
xenomicrobiology	literature,media,publishing,science-fiction
xenomorph	geography,geology,natural-sciences
xenomorphic	geography,geology,natural-sciences,petrography,petrology
xenomorphology	literature,media,publishing,science-fiction
xenomorphous	geography,geology,natural-sciences,petrography,petrology
xenomorphously	geography,geology,natural-sciences,petrography,petrology
xenomythology	literature,media,publishing,science-fiction
xenon_difluoride	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenon_hexafluoroplatinate	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenon_tetroxide	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenonate	chemistry,inorganic-chemistry,natural-sciences,physical-sciences
xenonatomy	literature,media,publishing,science-fiction
xenopaleontology	literature,media,publishing,science-fiction
xenoparity	biology,natural-sciences
xenoparous	biology,natural-sciences
xenopathology	literature,media,publishing,science-fiction
xenopatient	medicine,sciences,surgery
xenopeltid	biology,natural-sciences,zoology
xenopericardium	anatomy,cardiology,medicine,sciences
xenophagy	biology,entomology,microbiology,natural-sciences
xenophile	literature,media,publishing,science-fiction
xenophilia	literature,media,publishing,science-fiction
xenophobe	literature,media,publishing,science-fiction
xenophobia	literature,media,publishing,science-fiction
xenophone	human-sciences,linguistics,phonetics,phonology,sciences
xenophora	biology,natural-sciences
xenophorid	biology,natural-sciences,zoology
xenophthalmia	medicine,sciences
xenophya	biology,natural-sciences
xenophysics	literature,media,publishing,science-fiction
xenophyte	biology,natural-sciences
xenopid	biology,natural-sciences,zoology
xenoplasm	biology,cytology,medicine,natural-sciences,sciences
xenoplasty	biology,natural-sciences,zoology
xenopolymerase	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenopsin	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenopsychiatry	literature,media,publishing,science-fiction
xenopsychology	literature,media,publishing,science-fiction
xenoreactive	immunology,medicine,sciences
xenoreceptor	medicine,physiology,sciences
xenorepopulation	biology,natural-sciences
xenosaurid	biology,natural-sciences,zoology
xenoscience	literature,media,publishing,science-fiction
xenosensing	biology,natural-sciences
xenosensor	biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xenosialitis	medicine,pathology,sciences
xenosociology	literature,media,publishing,science-fiction
xenosome	biology,natural-sciences,zoology
xenosurveillance	biology,natural-sciences
xenotech	literature,media,publishing,science-fiction
xenotechnology	literature,media,publishing,science-fiction
xenotime	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xenotite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xenotolerance	immunology,medicine,sciences
xenotopic	geography,geology,natural-sciences
xenotransplantation	medicine,sciences,surgery
xenotropic	biology,natural-sciences
xenotumor	medicine,pathology,sciences
xenoturbellid	biology,natural-sciences,zoology
xenovenine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xenozoology	literature,media,publishing,science-fiction
xenozoonosis	medicine,pathology,sciences
xenu	Scientology,lifestyle,religion
xenusian	biology,history,human-sciences,natural-sciences,paleontology,sciences
xenyl	chemistry,natural-sciences,organic-chemistry,physical-sciences
xenylamine	chemistry,natural-sciences,organic-chemistry,physical-sciences
xenysalate	medicine,pharmacology,sciences
xeractinol	chemistry,natural-sciences,organic-chemistry,physical-sciences
xeransis	medicine,pathology,sciences
xerine	biology,natural-sciences,zoology
xeriphyte	agriculture,business,horticulture,lifestyle
xeriscence	biology,natural-sciences
xerobranching	biology,botany,natural-sciences
xerochasy	biology,natural-sciences
xerocline	biology,ecology,natural-sciences
xerocole	biology,natural-sciences
xerocolous	biology,botany,natural-sciences
xerocomic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xerocomorubin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xeroderma	medicine,pathology,sciences
xeroderma_pigmentosum	medicine,sciences
xerodermia	medicine,sciences
xeroform	medicine,sciences
xeroma	medicine,sciences
xeromenia	medicine,pathology,sciences
xeromesophyte	biology,natural-sciences
xeromorphic	biology,natural-sciences
xeromycteria	medicine,pathology,sciences
xeronate	chemistry,natural-sciences,physical-sciences
xeronic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
xerophthalmia	medicine,ophthalmology,sciences
xerophyte	biology,botany,natural-sciences
xerophytic	biology,botany,ecology,natural-sciences
xerophytism	biology,botany,natural-sciences
xerophytization	biology,ecology,natural-sciences
xeroplastic	biology,botany,natural-sciences
xeropthalmia	medicine,sciences
xerosere	biology,ecology,natural-sciences
xerosis	medicine,sciences
xerostomia	medicine,sciences
xerotes	medicine,pathology,sciences
xerothermic	sciences
xerothermous	biology,ecology,natural-sciences
xerotic	medicine,sciences
xerotolerance	biology,natural-sciences
xerotolerant	biology,natural-sciences
xerotropism	biology,botany,natural-sciences
xerulin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xestoquinone	chemistry,natural-sciences,organic-chemistry,physical-sciences
xestospongin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xevinapant	medicine,pharmacology,sciences
xf	hobbies,lifestyle,numismatics,philately
xfic	lifestyle
xfl	American-football,ball-games,football,games,hobbies,lifestyle,sports
xg	ball-games,games,hobbies,lifestyle,soccer,sports
xga	computer-graphics,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xgp	medicine,pathology,sciences
xi	ball-games,cricket,games,hobbies,lifestyle,natural-sciences,physical-sciences,physics,soccer,sports
xi_baryon	natural-sciences,physical-sciences,physics
xiamycin	chemistry,natural-sciences,organic-chemistry,physical-sciences
xiangjiangite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xiangliu	astronomy,human-sciences,mysticism,mythology,natural-sciences,philosophy,sciences
xiangyao	human-sciences,mysticism,mythology,philosophy,sciences
xiaodushanian	geography,geology,natural-sciences
xiaolongbao	Chinese-cuisine
xiaoruan	entertainment,lifestyle,music
xiden	government,politics
xiehouyu	human-sciences,linguistics,sciences
xiezhi	human-sciences,mysticism,mythology,philosophy,sciences
xifengite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xigua	Chinese-cuisine
xilingolite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
ximelagatran	medicine,pharmacology,sciences
ximengite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
ximenynic_acid	chemistry,natural-sciences,organic-chemistry,physical-sciences
ximoprofen	medicine,pharmacology,sciences
xinafoate	chemistry,natural-sciences,organic-chemistry,physical-sciences
xingzhongite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xinidamine	chemistry,natural-sciences,physical-sciences
xiphias	astronomy,natural-sciences
xiphiid	biology,natural-sciences,zoology
xiphiiform	biology,natural-sciences,zoology
xiphioid	biology,botany,natural-sciences,zoology
xiphisternum	anatomy,biology,medicine,natural-sciences,sciences
xipho-	anatomy,medicine,sciences
xipho-omphalopagus	medicine,sciences
xiphocentronid	biology,natural-sciences,zoology
xiphocostal	anatomy,medicine,sciences
xiphodontid	biology,natural-sciences,zoology
xiphoid	anatomy,medicine,sciences
xiphoid_process	anatomy,medicine,sciences
xiphoidalgia	medicine,sciences
xiphoidectomy	medicine,sciences,surgery
xiphoidian	anatomy,medicine,sciences
xiphoiditis	medicine,sciences
xiphonite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xiphoomphaloischiopagus	medicine,sciences
xiphophorine	biology,natural-sciences,zoology
xiphophyllous	biology,botany,natural-sciences
xiphopubic	anatomy,medicine,sciences
xiphosauran	biology,natural-sciences,zoology
xiphosuran	biology,natural-sciences,zoology
xiphosurid	biology,natural-sciences,zoology
xiphydriid	biology,natural-sciences,zoology
xitieshanite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xiushanian	geography,geology,natural-sciences
xl	automotive,business,clothing,fashion,lifestyle,manufacturing,textiles,transport,vehicles
xlet	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xlink	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xlpe	chemistry,natural-sciences,organic-chemistry,physical-sciences
xlr	aeronautics,aerospace,aviation,biology,business,engineering,genetics,medicine,natural-sciences,physical-sciences,sciences
xls	broadcasting,media,television
xlt	automotive,business,clothing,fashion,lifestyle,manufacturing,textiles,transport,vehicles
xm	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xma	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xmi	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
xml	computer-languages,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xml_path_language	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xml_tree	computer,computing,engineering,mathematics,natural-sciences,physical-sciences,science,sciences
xmlhttp	computing,engineering,mathematics,natural-sciences,networking,physical-sciences,sciences
xmm	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xmooc	education
xmp	chemistry,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xms	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xn	law
xna	biochemistry,biology,chemistry,journalism,media,microbiology,natural-sciences,physical-sciences
xnand	business,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
xnor	business,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,natural-sciences,physical-sciences,physics
xnor_gate	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
xo	government,military,nautical,politics,transport,war
xocomecatlite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xoff	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xography	arts,hobbies,lifestyle,photography
xom	business,finance,stock-ticker-symbol
xon	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xonaltite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xonotlite	chemistry,geography,geology,mineralogy,natural-sciences,physical-sciences
xopn	bacteriology,biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xopr	bacteriology,biochemistry,biology,chemistry,microbiology,natural-sciences,physical-sciences
xor	business,computing,electrical,electrical-engineering,electricity,electromagnetism,energy,engineering,human-sciences,logic,mathematics,natural-sciences,philosophy,physical-sciences,physics,programming,sciences
xor_gate	business,electrical-engineering,electricity,electromagnetism,electronics,energy,engineering,natural-sciences,physical-sciences,physics
xorg	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xorn	fantasy
xorphanol	medicine,pharmacology,sciences
xp	aeronautics,aerospace,aviation,business,computing,engineering,games,gaming,government,grammar,hobbies,human-sciences,lifestyle,linguistics,mathematics,medicine,military,motor-racing,natural-sciences,physical-sciences,politics,racing,sciences,software,sports,war
xp-53	aeronautics,aerospace,aviation,business,engineering,government,military,natural-sciences,physical-sciences,politics,war
xp-90	aeronautics,aerospace,aviation,business,engineering,government,military,natural-sciences,physical-sciences,politics,war
xpath	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xpcom	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xpdl	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xpe	chemistry,natural-sciences,organic-chemistry,physical-sciences
xpointer	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xpon	communications,electrical-engineering,engineering,natural-sciences,physical-sciences,telecommunications
xps	business,communication,communications,computing,engineering,manufacturing,mathematics,natural-sciences,physical-sciences,physics,sciences
xpu	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xq	aeronautics,aerospace,aviation,business,engineering,government,military,natural-sciences,physical-sciences,politics,war
xquery	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xr	computing,engineering,mathematics,medicine,natural-sciences,pharmacology,physical-sciences,sciences
xrafstar	Zoroastrianism,lifestyle,religion
xrg	astronomy,natural-sciences
xri	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xrx	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xs	business,clothing,fashion,lifestyle,manufacturing,textiles
xsd	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xsl	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xslt	computer-languages,computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xt	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xtard	video-games
xtm	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xuanhuan	literature,media,publishing
xuanwu	astronomy,natural-sciences
xuc	entertainment,lifestyle,music
xul	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xun	entertainment,lifestyle,music
xuthus	human-sciences,mysticism,mythology,philosophy,sciences
xuv	automotive,natural-sciences,physical-sciences,physics,transport,vehicles
xuzhuangian	geography,geology,natural-sciences
xvalue	computing,engineering,mathematics,natural-sciences,physical-sciences,programming,sciences
xvcpi	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences
xvideo	computing,engineering,lifestyle,mathematics,media,natural-sciences,physical-sciences,pornography,sciences,sexuality
xwedodah	Zoroastrianism,lifestyle,religion
xwt	computing,engineering,mathematics,natural-sciences,physical-sciences,sciences,software
xx-_-xx	video-games
xxl	business,clothing,fashion,lifestyle,manufacturing,textiles
xxs	business,clothing,fashion,lifestyle,manufacturing,textiles
xxx	medicine,sciences
xxxl	business,clothing,fashion,lifestyle,manufacturing,textiles
